mdntf_no,drgnm_no,herb_name,representative_name,drgnm_raw
226,204,골풀속살,등심초,"등심초(燈心草), 골풀속살, 등심"
226,204,등심,등심초,"등심초(燈心草), 골풀속살, 등심"
227,205,등피,등피,등피(橙皮)
228,206,등황,등황,등황(藤黃)
229,211,마두령,마두령,"마두령(馬兜鈴),방울풀열매"
229,211,방울풀열매,마두령,"마두령(馬兜鈴),방울풀열매"
230,212,마미련,마미련,마미련(馬尾連)
231,214,참기름,참기름,"참기름, 호마유(胡麻油), 참깨기름"
231,214,호마유,참기름,"참기름, 호마유(胡麻油), 참깨기름"
231,214,참깨기름,참기름,"참기름, 호마유(胡麻油), 참깨기름"
232,215,마인,마인,"마인(麻仁), 화마인(火麻仁), 마자인(麻子仁), 역삼열매"
232,215,화마인,마인,"마인(麻仁), 화마인(火麻仁), 마자인(麻子仁), 역삼열매"
232,215,마자인,마인,"마인(麻仁), 화마인(火麻仁), 마자인(麻子仁), 역삼열매"
232,215,역삼열매,마인,"마인(麻仁), 화마인(火麻仁), 마자인(麻子仁), 역삼열매"
233,216,마전자,마전자,"마전자(馬錢子), 호미카"
233,216,호미카,마전자,"마전자(馬錢子), 호미카"
234,217,마치현,마치현,"마치현(馬齒莧),쇠비름"
234,217,쇠비름,마치현,"마치현(馬齒莧),쇠비름"
235,218,마편초,마편초,"마편초(馬鞭草),말초리풀"
235,218,말초리풀,마편초,"마편초(馬鞭草),말초리풀"
236,219,마황,마황,마황(麻黃)
237,219,마황,마황,마황(麻黃)
238,219,마황,마황,마황(麻黃)
239,220,마황근,마황근,마황근(麻黃根)
240,220,마황근,마황근,마황근(麻黃根)
241,221,만병초엽,만병초엽,"만병초엽(萬病草葉),큰만병초잎,만병초"
241,221,큰만병초잎,만병초엽,"만병초엽(萬病草葉),큰만병초잎,만병초"
241,221,만병초,만병초엽,"만병초엽(萬病草葉),큰만병초잎,만병초"
242,222,만산홍,만산홍,만산홍(滿山紅)
243,152,다투라,다투라,"다투라, 만다라엽(曼陀羅葉), 만타라엽, 독말풀잎"
243,152,만다라엽,다투라,"다투라, 만다라엽(曼陀羅葉), 만타라엽, 독말풀잎"
243,152,만타라엽,다투라,"다투라, 만다라엽(曼陀羅葉), 만타라엽, 독말풀잎"
243,152,독말풀잎,다투라,"다투라, 만다라엽(曼陀羅葉), 만타라엽, 독말풀잎"
244,152,다투라,다투라,"다투라, 만다라엽(曼陀羅葉), 만타라엽, 독말풀잎"
244,152,만다라엽,다투라,"다투라, 만다라엽(曼陀羅葉), 만타라엽, 독말풀잎"
244,152,만타라엽,다투라,"다투라, 만다라엽(曼陀羅葉), 만타라엽, 독말풀잎"
244,152,독말풀잎,다투라,"다투라, 만다라엽(曼陀羅葉), 만타라엽, 독말풀잎"
245,152,다투라,다투라,"다투라, 만다라엽(曼陀羅葉), 만타라엽, 독말풀잎"
245,152,만다라엽,다투라,"다투라, 만다라엽(曼陀羅葉), 만타라엽, 독말풀잎"
245,152,만타라엽,다투라,"다투라, 만다라엽(曼陀羅葉), 만타라엽, 독말풀잎"
245,152,독말풀잎,다투라,"다투라, 만다라엽(曼陀羅葉), 만타라엽, 독말풀잎"
246,223,만타라자,만타라자,"만타라자(曼陀羅子),독말풀씨"
246,223,독말풀씨,만타라자,"만타라자(曼陀羅子),독말풀씨"
247,223,만타라자,만타라자,"만타라자(曼陀羅子),독말풀씨"
247,223,독말풀씨,만타라자,"만타라자(曼陀羅子),독말풀씨"
248,990,만다라자,만다라자,만다라자(曼陀羅子)
249,224,만형자,만형자,"만형자(蔓荊子),순비기열매"
249,224,순비기열매,만형자,"만형자(蔓荊子),순비기열매"
250,224,만형자,만형자,만형자(蔓荊子)
251,225,만형자근,만형자근,만형자근(蔓荊子根)
252,225,만형자근,만형자근,만형자근(蔓荊子根)
253,226,망강남자,망강남자,"망강남자(望江南子),석결명씨,망강남"
253,226,석결명씨,망강남자,"망강남자(望江南子),석결명씨,망강남"
253,226,망강남,망강남자,"망강남자(望江南子),석결명씨,망강남"
254,227,망사초,망사초,"망사초(蟒蛇草),진교뿌리"
254,227,진교뿌리,망사초,"망사초(蟒蛇草),진교뿌리"
255,227,망사초,망사초,"망사초(蟒蛇草),진교뿌리"
255,227,진교뿌리,망사초,"망사초(蟒蛇草),진교뿌리"
256,229,매괴화,매괴화,"매괴화(玫瑰花),홍매괴(紅玫瑰)"
256,229,홍매괴,매괴화,"매괴화(玫瑰花),홍매괴(紅玫瑰)"
257,230,매화,매화,매화(梅花)
258,231,맥문동,맥문동,"맥문동(麥門冬), 산맥동(山麥冬), 토맥동(土麥冬)"
258,231,산맥동,맥문동,"맥문동(麥門冬), 산맥동(山麥冬), 토맥동(土麥冬)"
258,231,토맥동,맥문동,"맥문동(麥門冬), 산맥동(山麥冬), 토맥동(土麥冬)"
259,231,맥문동,맥문동,"맥문동(麥門冬),맥동(麥冬)"
259,231,맥동,맥문동,"맥문동(麥門冬),맥동(麥冬)"
260,360,산맥동,산맥동,산맥동(山麥冬)
261,232,맥아,맥아,"맥아(麥芽),곡맥(谷麥),보리길금"
261,232,곡맥,맥아,"맥아(麥芽),곡맥(谷麥),보리길금"
261,232,보리길금,맥아,"맥아(麥芽),곡맥(谷麥),보리길금"
262,234,면근피,면근피,"면근피(棉根皮),목화뿌리껍질"
262,234,목화뿌리껍질,면근피,"면근피(棉根皮),목화뿌리껍질"
263,235,면실자,면실자,"면실자(棉實子), 면화자(棉花子), 목면자(木棉子)"
263,235,면화자,면실자,"면실자(棉實子), 면화자(棉花子), 목면자(木棉子)"
263,235,목면자,면실자,"면실자(棉實子), 면화자(棉花子), 목면자(木棉子)"
264,236,모국,모국,"모국(母菊),향사과풀꽃,카모밀라꽃"
264,236,향사과풀꽃,모국,"모국(母菊),향사과풀꽃,카모밀라꽃"
264,236,카모밀라꽃,모국,"모국(母菊),향사과풀꽃,카모밀라꽃"
265,237,모근,모근,"모근(茅根),백모근(白茅根),띠뿌리"
265,237,백모근,모근,"모근(茅根),백모근(白茅根),띠뿌리"
265,237,띠뿌리,모근,"모근(茅根),백모근(白茅根),띠뿌리"
266,244,목단피,목단피,"목단피(牡丹皮), 모란피, 모란뿌리껍질"
266,244,모란피,목단피,"목단피(牡丹皮), 모란피, 모란뿌리껍질"
266,244,모란뿌리껍질,목단피,"목단피(牡丹皮), 모란피, 모란뿌리껍질"
267,240,모매근,모매근,모매근(茅莓根)
268,241,모정향,모정향,모정향(母丁香)
269,242,모과,모과,"모과(木瓜), 목과, 목과실(木瓜實), 모과열매"
269,242,목과,모과,"모과(木瓜), 목과, 목과실(木瓜實), 모과열매"
269,242,목과실,모과,"모과(木瓜), 목과, 목과실(木瓜實), 모과열매"
269,242,모과열매,모과,"모과(木瓜), 목과, 목과실(木瓜實), 모과열매"
270,242,모과,모과,"모과(木瓜), 목과, 목과실(木瓜實), 모과열매"
270,242,목과,모과,"모과(木瓜), 목과, 목과실(木瓜實), 모과열매"
270,242,목과실,모과,"모과(木瓜), 목과, 목과실(木瓜實), 모과열매"
270,242,모과열매,모과,"모과(木瓜), 목과, 목과실(木瓜實), 모과열매"
271,243,목근피,목근피,"목근피(木槿皮),천근피(川槿皮)"
271,243,천근피,목근피,"목근피(木槿皮),천근피(川槿皮)"
272,246,목방기,목방기,"목방기(木防己),댕댕이덩굴뿌리"
272,246,댕댕이덩굴뿌리,목방기,"목방기(木防己),댕댕이덩굴뿌리"
273,247,목별자,목별자,"목별자(木鼈子),목해(木蟹)"
273,247,목해,목별자,"목별자(木鼈子),목해(木蟹)"
274,248,목부용엽,목부용엽,목부용엽(木芙蓉葉)
275,249,목적,목적,"목적(木賊),속새"
275,249,속새,목적,"목적(木賊),속새"
276,250,목천료,목천료,"목천료(木天蓼), 천료(天蓼), 등천료(藤天蓼), 천료목(天蓼木), 목천료자(木天蓼子)"
276,250,천료,목천료,"목천료(木天蓼), 천료(天蓼), 등천료(藤天蓼), 천료목(天蓼木), 목천료자(木天蓼子)"
276,250,등천료,목천료,"목천료(木天蓼), 천료(天蓼), 등천료(藤天蓼), 천료목(天蓼木), 목천료자(木天蓼子)"
276,250,천료목,목천료,"목천료(木天蓼), 천료(天蓼), 등천료(藤天蓼), 천료목(天蓼木), 목천료자(木天蓼子)"
276,250,목천료자,목천료,"목천료(木天蓼), 천료(天蓼), 등천료(藤天蓼), 천료목(天蓼木), 목천료자(木天蓼子)"
277,250,목천료,목천료,"목천료(木天蓼), 천료(天蓼), 등천료(藤天蓼), 천료목(天蓼木), 목천료자(木天蓼子)"
277,250,천료,목천료,"목천료(木天蓼), 천료(天蓼), 등천료(藤天蓼), 천료목(天蓼木), 목천료자(木天蓼子)"
277,250,등천료,목천료,"목천료(木天蓼), 천료(天蓼), 등천료(藤天蓼), 천료목(天蓼木), 목천료자(木天蓼子)"
277,250,천료목,목천료,"목천료(木天蓼), 천료(天蓼), 등천료(藤天蓼), 천료목(天蓼木), 목천료자(木天蓼子)"
277,250,목천료자,목천료,"목천료(木天蓼), 천료(天蓼), 등천료(藤天蓼), 천료목(天蓼木), 목천료자(木天蓼子)"
278,251,나무타르,나무타르,"나무타르, 목타르"
278,251,목타르,나무타르,"나무타르, 목타르"
279,251,나무타르,나무타르,"나무타르, 목타르"
279,251,목타르,나무타르,"나무타르, 목타르"
280,251,나무타르,나무타르,"나무타르, 목타르"
280,251,목타르,나무타르,"나무타르, 목타르"
281,251,나무타르,나무타르,"나무타르, 목타르"
281,251,목타르,나무타르,"나무타르, 목타르"
282,251,나무타르,나무타르,"나무타르, 목타르"
282,251,목타르,나무타르,"나무타르, 목타르"
283,251,나무타르,나무타르,"나무타르, 목타르"
283,251,목타르,나무타르,"나무타르, 목타르"
284,251,나무타르,나무타르,"나무타르, 목타르"
284,251,목타르,나무타르,"나무타르, 목타르"
285,251,나무타르,나무타르,"나무타르, 목타르"
285,251,목타르,나무타르,"나무타르, 목타르"
286,251,나무타르,나무타르,"나무타르, 목타르"
286,251,목타르,나무타르,"나무타르, 목타르"
287,251,나무타르,나무타르,"나무타르, 목타르"
287,251,목타르,나무타르,"나무타르, 목타르"
288,251,나무타르,나무타르,"나무타르, 목타르"
288,251,목타르,나무타르,"나무타르, 목타르"
289,251,나무타르,나무타르,"나무타르, 목타르"
289,251,목타르,나무타르,"나무타르, 목타르"
290,251,나무타르,나무타르,"나무타르, 목타르"
290,251,목타르,나무타르,"나무타르, 목타르"
291,252,목통,목통,"목통(木通),으름덩굴줄기"
291,252,으름덩굴줄기,목통,"목통(木通),으름덩굴줄기"
292,253,목향,목향,"목향(木香), 광목향(廣木香), 운목향(雲木香)"
292,253,광목향,목향,"목향(木香), 광목향(廣木香), 운목향(雲木香)"
292,253,운목향,목향,"목향(木香), 광목향(廣木香), 운목향(雲木香)"
293,254,몰약,몰약,몰약(沒藥)
294,255,묘조초,묘조초,묘조초(猫爪草)
295,256,무이,무이,"무이(蕪荑),무이인(蕪荑仁)"
295,256,무이인,무이,"무이(蕪荑),무이인(蕪荑仁)"
296,256,무이,무이,"무이(蕪荑),무이인(蕪荑仁)"
296,256,무이인,무이,"무이(蕪荑),무이인(蕪荑仁)"
297,256,무이,무이,"무이(蕪荑),무이인(蕪荑仁)"
297,256,무이인,무이,"무이(蕪荑),무이인(蕪荑仁)"
298,256,무이,무이,"무이(蕪荑),무이인(蕪荑仁)"
298,256,무이인,무이,"무이(蕪荑),무이인(蕪荑仁)"
299,256,무이,무이,"무이(蕪荑),무이인(蕪荑仁)"
299,256,무이인,무이,"무이(蕪荑),무이인(蕪荑仁)"
300,256,무이,무이,"무이(蕪荑),무이인(蕪荑仁)"
300,256,무이인,무이,"무이(蕪荑),무이인(蕪荑仁)"
301,258,무환자과,무환자과,무환자과(無患子果)
302,260,문형,문형,"문형(問荊),쇠뜨기"
302,260,쇠뜨기,문형,"문형(問荊),쇠뜨기"
304,266,밀몽화,밀몽화,밀몽화(密蒙花)
305,268,박락회,박락회,"박락회(博落回),죽사초잎"
305,268,죽사초잎,박락회,"박락회(博落回),죽사초잎"
306,269,박속,박속,"박속(樸樕), 상목피(橡木皮)"
306,269,상목피,박속,"박속(樸樕), 상목피(橡木皮)"
307,269,박속,박속,박속(樸樕)
308,269,박속,박속,박속(樸樕)
309,269,박속,박속,박속(樸樕)
310,270,박하,박하,박하(薄荷)
311,271,박하유,박하유,"박하유(薄荷油), 박하정유, 박하기름"
311,271,박하정유,박하유,"박하유(薄荷油), 박하정유, 박하기름"
311,271,박하기름,박하유,"박하유(薄荷油), 박하정유, 박하기름"
312,272,반대해,반대해,반대해(胖大海)
313,274,반변련,반변련,반변련(半邊蓮)
314,275,반지련,반지련,반지련(半枝蓮)
315,276,반하,반하,"반하(半夏),끼무릇"
315,276,끼무릇,반하,"반하(半夏),끼무릇"
316,278,반혼초,반혼초,반혼초(返魂草)
317,279,오우,오우,"오우(烏芋), 발제분(荸薺粉)"
317,279,발제분,오우,"오우(烏芋), 발제분(荸薺粉)"
318,280,방기,방기,"방기(防己), 청풍등(靑風藤), 방이(防已)"
318,280,청풍등,방기,"방기(防己), 청풍등(靑風藤), 방이(防已)"
318,280,방이,방기,"방기(防己), 청풍등(靑風藤), 방이(防已)"
319,281,방풍,방풍,"방풍(防風),산방풍"
319,281,산방풍,방풍,"방풍(防風),산방풍"
320,283,백과,백과,"백과(白果), 은행(銀杏), 은행씨"
320,283,은행,백과,"백과(白果), 은행(銀杏), 은행씨"
320,283,은행씨,백과,"백과(白果), 은행(銀杏), 은행씨"
321,284,백굴채,백굴채,백굴채(白屈菜)
322,285,백급,백급,"백급(白芨),대암풀뿌리"
322,285,대암풀뿌리,백급,"백급(白芨),대암풀뿌리"
323,286,백단향,백단향,"백단향(白檀香), 단향(檀香)"
323,286,단향,백단향,"백단향(白檀香), 단향(檀香)"
324,287,백두구,백두구,"백두구(白豆蔲),두구(豆蔻)"
324,287,두구,백두구,"백두구(白豆蔲),두구(豆蔻)"
325,979,두구,두구,"두구(豆蔻), 백두구(白豆蔲), 백두구열매"
325,979,백두구,두구,"두구(豆蔻), 백두구(白豆蔲), 백두구열매"
325,979,백두구열매,두구,"두구(豆蔻), 백두구(白豆蔲), 백두구열매"
326,288,백두옹,백두옹,"백두옹(白頭翁),노고초(老姑草),할미꽃뿌리"
326,288,노고초,백두옹,"백두옹(白頭翁),노고초(老姑草),할미꽃뿌리"
326,288,할미꽃뿌리,백두옹,"백두옹(白頭翁),노고초(老姑草),할미꽃뿌리"
327,288,백두옹,백두옹,"백두옹(白頭翁),노고초(老姑草)"
327,288,노고초,백두옹,"백두옹(白頭翁),노고초(老姑草)"
328,289,백렴,백렴,"백렴(白蘞),가위톱뿌리"
328,289,가위톱뿌리,백렴,"백렴(白蘞),가위톱뿌리"
329,291,백미,백미,"백미(白薇),백미뿌리,아마존"
329,291,백미뿌리,백미,"백미(白薇),백미뿌리,아마존"
329,291,아마존,백미,"백미(白薇),백미뿌리,아마존"
330,291,백미,백미,백미(白薇)
331,293,백부근,백부근,"백부근(百部根),백부(百部),백부뿌리"
331,293,백부,백부근,"백부근(百部根),백부(百部),백부뿌리"
331,293,백부뿌리,백부근,"백부근(百部根),백부(百部),백부뿌리"
332,293,백부근,백부근,"백부근(百部根),백부(百部),백부뿌리"
332,293,백부,백부근,"백부근(百部根),백부(百部),백부뿌리"
332,293,백부뿌리,백부근,"백부근(百部根),백부(百部),백부뿌리"
333,293,백부근,백부근,"백부근(百部根),백부(百部)"
333,293,백부,백부근,"백부근(百部根),백부(百部)"
334,294,백부자,백부자,"백부자(白附子), 관백부(關白附), 노랑돌쩌귀풀"
334,294,관백부,백부자,"백부자(白附子), 관백부(關白附), 노랑돌쩌귀풀"
334,294,노랑돌쩌귀풀,백부자,"백부자(白附子), 관백부(關白附), 노랑돌쩌귀풀"
336,296,백선피,백선피,"백선피(白鮮皮),백선뿌리껍질"
336,296,백선뿌리껍질,백선피,"백선피(白鮮皮),백선뿌리껍질"
337,297,백수오,백수오,"백수오(白首烏), 은조롱뿌리, 백하수오, 격산소(隔山消)"
337,297,은조롱뿌리,백수오,"백수오(白首烏), 은조롱뿌리, 백하수오, 격산소(隔山消)"
337,297,백하수오,백수오,"백수오(白首烏), 은조롱뿌리, 백하수오, 격산소(隔山消)"
337,297,격산소,백수오,"백수오(白首烏), 은조롱뿌리, 백하수오, 격산소(隔山消)"
338,1024,물황철싹눈,물황철싹눈,물황철싹눈
339,298,백양,백양,"백양(白楊), 뽀뿌라싹눈"
339,298,뽀뿌라싹눈,백양,"백양(白楊), 뽀뿌라싹눈"
340,298,백양,백양,"백양(白楊), 뽀뿌라싹눈"
340,298,뽀뿌라싹눈,백양,"백양(白楊), 뽀뿌라싹눈"
341,298,백양,백양,"백양(白楊), 뽀뿌라싹눈"
341,298,뽀뿌라싹눈,백양,"백양(白楊), 뽀뿌라싹눈"
342,298,백양,백양,"백양(白楊), 뽀뿌라싹눈"
342,298,뽀뿌라싹눈,백양,"백양(白楊), 뽀뿌라싹눈"
343,299,백양수피,백양수피,"백양수피(白楊樹皮),사시나무껍질"
343,299,사시나무껍질,백양수피,"백양수피(白楊樹皮),사시나무껍질"
344,300,백영,백영,백영(白英)
345,301,백자인,백자인,"백자인(柏子仁),측백씨"
345,301,측백씨,백자인,"백자인(柏子仁),측백씨"
346,302,백전,백전,"백전(白前), 석람(石藍), 수약(嗽藥)"
346,302,석람,백전,"백전(白前), 석람(石藍), 수약(嗽藥)"
